Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.04.10 13:11
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-01) ** SINGAPORE - SGP IWEC Data WMO#=486980

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over       744.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,291245.06,2.65,2.72
,Net Site Energy,49723.84,0.45,0.46
,Total Source Energy,922373.10,8.40,8.61
,Net Source Energy,157475.40,1.43,1.47


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,109802.57
,Net Conditioned Building Area,107069.37
,Unconditioned Building Area,2733.20


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,91122.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,27515.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,85767.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,65017.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,20917.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,904.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79637.61
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,291245.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79637.61


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating Water [kBtu],District Heating Steam [kBtu],Water [gal]
,4FXLABXRESTROOM:LAB,12.56,15.18,12300.79,0.180,0.003,0.000,0.000
,4FXMEETINGROOM:ZONE1,40.49,48.94,10061.85,0.854,0.003,0.000,0.000
,4FXOFFICEXLAB:OFFICE,33.15,40.07,27598.62,0.218,0.003,0.000,0.000
,4FXOFFICEXLAB:LAB,12.80,15.47,12537.25,0.284,0.003,0.000,0.000
,4FXOFFICEXLAB1:OFFICE,32.75,39.59,27267.20,0.217,0.003,0.000,0.000
,4FXOFFICEXLAB1:LAB,13.27,16.04,12996.09,0.179,0.003,0.000,0.000
,4FXLABXRESTROOMQ1:LAB,14.07,17.01,13779.96,0.180,0.003,0.000,0.000
,4FXLAB1:ZONE1,17.91,21.65,17545.80,0.295,0.003,0.000,0.000
,4FXMEETINGROOM1:ZONE1,40.49,48.94,10061.85,0.854,0.003,0.000,0.000
,4FXFFCXCXDYLGHTNG:OFFICE,38.13,46.09,31743.15,0.237,0.003,0.000,0.000
,4FXOFFICEXAC1:OFFICE,38.13,46.09,31743.15,0.237,0.003,0.000,0.000
,5FXOFFICEXAC:OFFICE,36.06,43.59,30024.88,0.235,0.003,0.000,0.000
,5FXFFCXC1XDYLGHTNG:OFFICE,36.06,43.59,30024.88,0.235,0.003,0.000,0.000
,5FXOFFICEXLAB:OFFICE,22.01,26.60,18320.10,0.214,0.003,0.000,0.000
,5FXOFFICEXLAB:LAB,9.05,10.94,8868.30,0.179,0.003,0.000,0.000
,5FXOFFICEXLABQ1:OFFICE,22.01,26.60,18320.10,0.337,0.003,0.000,0.000
,5FXOFFICEXLABQ1:LAB,9.05,10.94,8866.56,0.282,0.003,0.000,0.000
,5FXLABXRESTROOM:LAB,12.56,15.18,12300.79,0.282,0.003,0.000,0.000
,5FXLAB:ZONE1,19.63,23.73,19229.62,0.182,0.003,0.000,0.000
,5FXMEETINGROOM:ZONE1,48.22,58.29,11983.15,0.866,0.003,0.000,0.000
,5FXMEETINGROOM1:ZONE1,48.22,58.29,11983.15,0.866,0.003,0.000,0.000
,5FXLAB1:ZONE1,12.23,14.79,11983.15,0.307,0.003,0.000,0.000
,5FXLABXRESTROOM1:LAB,12.56,15.18,12300.79,0.179,0.003,0.000,0.000
,3FXFFCXCXDYLGHTNG:OFFICE,35.03,42.35,29165.75,0.218,0.003,0.000,0.000
,3FXOFFICEXAC1:OFFICE,35.03,42.35,29165.75,0.244,0.003,0.000,0.000
,BASEMENT2:B1XSERVERROOM,,,47485.74,,,,
,BASEMENT2:B1XCORRIDOR,,,77207.11,,,,
,BASEMENT2:B1XEQUIPMENTROOM,,,16210.89,,,,
,1FXLECTUREXRESTROOM:RESTROOM,,,3714.88,,,,
,1FXSERVICEROOM:ZONE1,,,9750.48,,,,
,2FXLABXRESTROOM:RESTROOM,,,2970.36,,,,
,2FXOFFICEXLAB:AC,,,2442.85,,,,
,2FXLABXRESTROOM1:RESTROOM,,,4161.60,,,,
,2FXOFFICEXLABQ1:AC,,,2442.85,,,,
,3FXLABXRESTROOM:RESTROOM,,,2970.36,,,,
,3FXOFFICEXLAB1:AC,,,2442.85,,,,
,3FXOFFICEXLAB:RESTROOM,,,2442.85,,,,
,3FXLABXRESTROOM1:RESTROOM,,,5650.64,,,,
,4FXLABXRESTROOM:RESTROOM,,,3714.88,,,,
,4FXOFFICEXLAB:AC,,,2442.85,,,,
,4FXOFFICEXLAB1:AC,,,2442.85,,,,
,4FXLABXRESTROOMQ1:RESTROOM,,,4161.60,,,,
,5FXOFFICEXLAB:AC,,,2441.11,,,,
,5FXOFFICEXLABQ1:AC,,,2442.85,,,,
,5FXLABXRESTROOM:RESTROOM,,,3714.88,,,,
,5FXLABXRESTROOM1:RESTROOM,,,3714.88,,,,
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,348,254
,Floor,135,51
,Roof,156,72
,Internal Mass,0,0
,Building Detached Shading,1288,1288
,Fixed Detached Shading,0,0
,Window,281,277
,Door,4,0
,Glass Door,0,0
,Shading,0,0
,Overhang,0,0
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,6
,Conditioned Zones,81
,Unconditioned Zones,1
,Supply Plenums,0
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,6777
,Defaulted Fields,929
,Fields with Defaults,18968
,Autosized Fields,1364
,Autosizable Fields,1565
,Autocalculated Fields,825
,Autocalculatable Fields,2823


----------------------------------------------------------------------------------------------------
REPORT:,Sensible Heat Gain Summary
FOR:,Entire Facility
Annual Building Sensible Heat Gain Components

,,HVAC Zone Eq & Other Sensible Air Heating [kBtu],HVAC Zone Eq & Other Sensible Air Cooling [ton-hrs],HVAC Terminal Unit Sensible Air Heating [kBtu],HVAC Terminal Unit Sensible Air Cooling [ton-hrs],HVAC Input Heated Surface Heating [kBtu],HVAC Input Cooled Surface Cooling [ton-hrs],People Sensible Heat Addition [kBtu],Lights Sensible Heat Addition [kBtu],Equipment Sensible Heat Addition [kBtu],Window Heat Addition [kBtu],Interzone Air Transfer Heat Addition [kBtu],Infiltration Heat Addition [kBtu],Opaque Surface Conduction and Other Heat Addition [kBtu],Equipment Sensible Heat Removal [kBtu],Window Heat Removal [kBtu],Interzone Air Transfer Heat Removal [kBtu],Infiltration Heat Removal [kBtu],Opaque Surface Conduction and Other Heat Removal [kBtu]
,BASEMENT2:B1XCORE,0.000,0.000,0.000,0.000,0.000,0.000,80.928,44.786,0.000,0.000,0.000,896.776,0.000,0.000,0.000,0.000,-10.15,-1012.34
,BASEMENT2:B1XGYM,124.320,-287.33,0.849,-0.20,0.000,0.000,1547.899,258.196,2504.390,0.000,0.000,316.955,0.000,0.000,0.000,0.000,-113.92,-1186.06
,BASEMENT2:B1XSHOP,193.530,-378.35,2.783,-0.21,0.000,0.000,1274.132,4057.242,2087.892,0.000,0.000,305.309,0.251,0.000,0.000,0.000,-395.47,-2979.66
,BASEMENT2:B1XCANTEEN,542.100,-1287.78,15.355,-1.50,0.000,0.000,14586.784,1115.799,3306.391,0.000,0.000,1019.828,0.574,0.000,0.000,0.000,-642.98,-4461.61
,1FXEXHIBITION:ZONE1,163.148,-481.38,7.668,-3.41,0.000,0.000,3191.876,591.502,1272.811,2377.179,0.000,302.092,0.077,0.000,-354.02,0.000,-295.90,-1435.10
,1FXRECEPTION:ZONE1,59.284,-165.85,1.361,-0.43,0.000,0.000,589.869,63.662,515.921,1263.328,0.000,214.473,0.100,0.000,-154.23,0.000,-105.96,-451.04
,1FXACCEEORYROOM:ZONE1,35.957,-71.63,0.255,-0.04,0.000,0.000,120.029,40.991,0.000,0.000,0.000,179.658,564.134,0.000,0.000,0.000,-80.45,0.000
,1FXHALL:ZONE1,242.959,-674.14,6.355,-1.05,0.000,0.000,2674.132,372.063,2335.122,3438.908,0.000,907.595,0.149,0.000,-461.91,0.000,-577.49,-830.02
,1FXLECTUREHALL:ZONE2,101.550,-249.11,5.159,-0.87,0.000,0.000,1184.267,431.074,340.178,0.000,0.000,366.203,821.242,0.000,0.000,0.000,-247.99,0.000
,1FXLECTUREXRESTROOM:LECTURE,42.190,-96.04,2.372,-0.31,0.000,0.000,530.825,193.189,152.453,0.000,0.000,204.473,86.576,0.000,0.000,0.000,-55.15,-0.02
,1FXACCESSORYROOM:ZONE1,37.512,-61.56,0.263,-0.03,0.000,0.000,120.029,40.991,0.000,0.000,0.000,192.714,410.937,0.000,0.000,0.000,-62.94,-0.01
,1FXOFFICE:ZONE1,321.046,-582.12,6.109,-0.38,0.000,0.000,2274.831,180.484,2786.701,4550.737,0.000,333.491,0.046,0.000,-626.51,0.000,-335.25,-2496.94
,2FXLAB:ZONE1,83.627,-191.79,1.010,-0.12,0.000,0.000,568.452,344.141,853.656,1118.370,0.000,104.844,0.004,0.000,-149.58,0.000,-116.93,-503.19
,2FXLABXRESTROOM:LAB,63.726,-171.37,1.003,-0.12,0.000,0.000,583.506,353.263,876.284,431.357,0.000,129.963,0.002,0.000,-55.81,0.000,-87.17,-236.95
,2FXOFFICEXLAB:OFFICE,171.724,-324.55,1.849,-0.17,0.000,0.000,1036.266,149.055,1269.430,1955.005,0.000,508.606,0.038,0.000,-284.61,0.000,-207.12,-700.97
,2FXOFFICEXLAB:LAB,56.261,-140.13,0.690,-0.07,0.000,0.000,389.926,236.061,585.558,349.019,0.000,243.655,0.070,0.000,-56.35,0.000,-77.08,-44.18
,2FXMEETINGROOM:ZONE1,168.776,-358.90,5.180,-0.44,0.000,0.000,2839.901,87.142,742.196,1516.291,0.000,106.426,0.078,0.000,-367.60,0.000,-199.20,-584.14
,2FXOFFICEXAC:OFFICE,206.772,-535.11,3.637,-0.68,0.000,0.000,2122.652,392.771,2601.950,2905.130,0.000,304.904,0.093,0.000,-583.25,0.000,-343.77,-1177.02
,2FXLABXRESTROOM1:LAB,77.719,-239.13,1.193,-2.00,0.000,0.000,810.033,494.937,1227.710,478.765,0.000,161.888,0.069,0.000,-86.59,0.000,-147.90,-122.23
,2FXLAB1:ZONE1,116.989,-267.26,1.412,-0.17,0.000,0.000,796.426,482.157,1196.008,1398.165,0.000,138.834,0.082,0.000,-217.06,0.000,-176.48,-525.18
,2FXOFFICEXLABQ1:OFFICE,155.313,-405.79,2.475,-0.68,0.000,0.000,1450.189,145.908,1778.526,2425.867,0.000,183.967,0.094,0.000,-350.52,0.000,-313.49,-597.30
,2FXOFFICEXLABQ1:LAB,60.476,-188.33,0.869,-1.71,0.000,0.000,601.344,367.902,912.594,310.207,0.000,111.583,126.530,0.000,-76.03,0.000,-133.52,-0.20
,2FXMEETINGROOM1:ZONE1,160.495,-358.79,5.171,-0.44,0.000,0.000,2839.890,92.899,742.196,1502.216,0.000,106.821,0.134,0.000,-364.88,0.000,-196.60,-574.56
,3FXLAB:ZONE1,88.397,-205.44,1.013,-0.14,0.000,0.000,568.453,344.141,853.656,1001.942,0.000,94.531,0.076,0.000,-168.64,0.000,-146.83,-168.11
,3FXLABXRESTROOM:LAB,58.923,-176.81,0.928,-0.51,0.000,0.000,581.961,353.263,876.284,347.564,0.000,121.210,0.193,0.000,-72.88,0.000,-102.30,-35.73
,3FXMEETINGROOM:ZONE1,171.610,-370.32,5.216,-0.49,0.000,0.000,2839.912,136.035,742.196,1543.000,0.000,100.183,0.007,0.000,-401.46,0.000,-221.48,-462.57
,2FXFFCXC1XDYLGHT:OFFICE,223.834,-541.13,3.690,-0.56,0.000,0.000,2123.190,414.385,2601.950,3042.467,0.000,301.920,0.281,0.000,-596.19,0.000,-358.75,-1251.94
,3FXOFFICEXLAB1:OFFICE,99.913,-248.42,1.542,-0.21,0.000,0.000,890.439,103.357,1090.839,1354.724,0.000,118.854,0.014,0.000,-262.41,0.000,-192.51,-219.20
,3FXOFFICEXLAB1:LAB,42.619,-126.49,0.631,-0.30,0.000,0.000,389.097,236.061,585.558,239.115,0.000,75.677,88.942,0.000,-53.51,0.000,-81.64,-0.02
,3FXOFFICEXLAB:OFFICE,165.526,-473.35,2.690,-2.06,0.000,0.000,1686.877,299.431,2075.152,2473.751,0.000,202.914,0.135,0.000,-423.04,0.000,-405.67,-368.88
,3FXOFFICEXLAB:LAB,88.447,-273.25,1.298,-2.22,0.000,0.000,871.781,532.703,1321.389,540.747,0.000,151.348,122.933,0.000,-117.50,0.000,-205.38,-0.00
,3FXLABXRESTROOM1:LAB,109.532,-336.23,1.616,-2.87,0.000,0.000,1099.243,672.029,1666.994,811.609,0.000,200.640,0.007,0.000,-132.89,0.000,-226.24,-130.60
,3FXLAB1:ZONE1,171.747,-385.65,1.933,-0.26,0.000,0.000,1081.398,654.676,1623.948,1864.415,0.000,163.324,0.028,0.000,-314.26,0.000,-299.34,-313.79
,3FXMEETINGROOM1:ZONE1,162.612,-370.36,5.203,-0.49,0.000,0.000,2839.893,141.238,742.196,1537.863,0.000,100.424,0.266,0.000,-399.85,0.000,-219.04,-457.36
,4FXLAB:ZONE1,106.226,-254.91,1.311,-0.17,0.000,0.000,710.934,430.401,1067.626,1107.642,0.000,111.736,0.005,0.000,-210.47,0.000,-198.68,-63.65
,4FXLABXRESTROOM:LAB,72.058,-217.90,1.214,-0.70,0.000,0.000,727.613,441.809,1095.925,313.146,0.000,146.773,39.417,0.000,-75.50,0.000,-137.51,-0.13
,4FXMEETINGROOM:ZONE1,139.144,-314.95,4.527,-0.41,0.000,0.000,2384.563,119.527,623.198,1293.897,0.000,83.316,0.141,0.000,-363.73,0.000,-191.30,-306.31
,4FXOFFICEXLAB:OFFICE,254.645,-536.43,3.582,-0.36,0.000,0.000,1952.385,347.029,2391.690,2751.979,0.000,236.410,0.178,0.000,-449.00,0.000,-454.99,-587.89
,4FXOFFICEXLAB:LAB,92.146,-232.92,1.355,-0.17,0.000,0.000,743.801,450.302,1116.992,483.200,0.000,132.936,42.777,0.000,-98.71,0.000,-165.82,-0.13
,4FXOFFICEXLAB1:OFFICE,204.994,-553.02,3.403,-1.22,0.000,0.000,1925.514,369.598,2362.969,2969.384,0.000,221.335,0.175,0.000,-485.21,0.000,-491.07,-425.59
,4FXOFFICEXLAB1:LAB,81.656,-248.65,1.215,-1.66,0.000,0.000,765.080,466.782,1157.871,562.353,0.000,127.965,144.060,0.000,-111.54,0.000,-189.80,-0.02
,4FXLABXRESTROOMQ1:LAB,77.839,-245.95,1.194,-2.60,0.000,0.000,807.704,494.937,1227.710,357.515,0.000,151.163,135.247,0.000,-93.57,0.000,-175.22,-0.11
,4FXLAB1:ZONE1,161.292,-374.85,1.924,-0.25,0.000,0.000,1040.956,630.196,1563.224,1690.869,0.000,151.821,0.088,0.000,-294.66,0.000,-308.38,-133.06
,4FXMEETINGROOM1:ZONE1,136.557,-315.95,4.526,-0.42,0.000,0.000,2384.555,127.409,623.198,1278.267,0.000,83.174,0.200,0.000,-365.69,0.000,-191.67,-281.39
,4FXFFCXCXDYLGHTNG:OFFICE,218.548,-579.34,4.032,-0.58,0.000,0.000,2244.935,602.284,2750.854,2389.891,0.000,306.641,0.036,0.000,-646.85,0.000,-433.52,-473.09
,4FXOFFICEXAC1:OFFICE,215.953,-574.10,4.026,-0.63,0.000,0.000,2244.717,583.889,2750.854,2266.787,0.000,309.124,0.039,0.000,-633.22,0.000,-423.38,-417.33
,5FXOFFICEXAC:OFFICE,213.653,-550.97,3.727,-0.51,0.000,0.000,2123.549,673.352,2601.950,1904.832,0.000,280.210,0.025,0.000,-565.29,0.000,-401.46,-212.37
,5FXFFCXC1XDYLGHTNG:OFFICE,211.202,-551.56,3.735,-0.54,0.000,0.000,2123.445,698.161,2601.950,1820.430,0.000,280.726,0.041,0.000,-559.19,0.000,-405.74,-145.14
,5FXOFFICEXLAB:OFFICE,139.421,-376.59,2.214,-0.83,0.000,0.000,1293.731,171.190,1587.615,2136.744,0.000,145.409,0.062,0.000,-383.92,0.000,-329.46,-230.88
,5FXOFFICEXLAB:LAB,57.044,-173.76,0.802,-1.26,0.000,0.000,521.549,318.524,790.111,447.725,0.000,84.693,99.391,0.000,-86.06,0.000,-132.23,-0.00
,5FXOFFICEXLABQ1:OFFICE,149.070,-357.25,2.306,-0.30,0.000,0.000,1295.890,198.974,1587.615,1689.288,0.000,159.147,0.077,0.000,-345.16,0.000,-298.47,-145.14
,5FXOFFICEXLABQ1:LAB,59.032,-167.54,0.899,-0.23,0.000,0.000,525.603,318.461,789.956,256.172,0.000,94.380,160.871,0.000,-72.48,0.000,-118.27,-0.06
,5FXLABXRESTROOM:LAB,76.769,-222.44,1.231,-0.34,0.000,0.000,729.062,441.809,1095.925,301.482,0.000,140.061,109.282,0.000,-77.19,0.000,-143.30,-0.03
,5FXLAB:ZONE1,180.387,-401.29,2.063,-0.25,0.000,0.000,1140.859,690.674,1713.243,1786.780,0.000,160.633,0.051,0.000,-296.68,0.000,-329.64,-226.62
,5FXMEETINGROOM:ZONE1,166.668,-371.24,5.278,-0.43,0.000,0.000,2839.898,136.344,742.196,1404.215,0.000,93.561,0.049,0.000,-386.39,0.000,-223.24,-315.48
,5FXMEETINGROOM1:ZONE1,168.484,-375.75,5.281,-0.44,0.000,0.000,2839.898,144.114,742.196,1495.479,0.000,92.857,0.138,0.000,-393.38,0.000,-226.71,-350.88
,5FXLAB1:ZONE1,103.072,-265.52,1.280,-0.18,0.000,0.000,710.926,430.401,1067.626,1232.412,0.000,102.199,0.004,0.000,-220.28,0.000,-210.78,-26.39
,5FXLABXRESTROOM1:LAB,74.350,-228.36,1.094,-1.75,0.000,0.000,723.269,441.809,1095.925,497.266,0.000,127.755,56.414,0.000,-93.87,0.000,-160.87,-0.17
,3FXFFCXCXDYLGHTNG:OFFICE,211.146,-536.50,3.556,-0.60,0.000,0.000,2062.456,578.377,2527.498,2392.858,0.000,286.171,0.275,0.000,-621.89,0.000,-390.87,-599.85
,3FXOFFICEXAC1:OFFICE,191.699,-528.50,3.441,-1.18,0.000,0.000,2059.967,571.807,2527.498,2259.430,0.000,289.280,0.319,0.000,-601.92,0.000,-374.34,-566.46
,BASEMENT2:B1XSERVERROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.683,0.000,0.000,0.000,1045.920,0.000,0.000,0.000,0.000,-41.03,-1071.58
,BASEMENT2:B1XCORRIDOR,125.011,-168.11,2.349,-0.25,0.000,0.000,0.000,650.522,0.000,0.000,0.000,1558.267,0.145,0.000,0.000,0.000,-129.43,-185.07
,BASEMENT2:B1XEQUIPMENTROOM,22.173,-21.17,0.420,-0.04,0.000,0.000,0.000,22.765,0.000,0.000,0.000,378.342,0.000,0.000,0.000,0.000,-16.41,-152.62
,1FXLECTUREXRESTROOM:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.498,0.000,0.000,0.000,53.854,0.002,0.000,0.000,0.000,-19.91,-64.44
,1FXSERVICEROOM:ZONE1,20.328,-25.85,0.587,-0.05,0.000,0.000,0.000,13.341,0.000,0.000,0.000,194.173,104.347,0.000,0.000,0.000,-21.74,-0.08
,2FXLABXRESTROOM:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.386,0.000,0.000,0.000,32.940,0.003,0.000,0.000,0.000,-27.79,-29.53
,2FXOFFICEXLAB:AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.342,0.000,0.000,0.000,46.520,0.009,0.000,0.000,0.000,-31.02,-18.84
,2FXLABXRESTROOM1:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.165,0.000,0.000,0.000,40.166,0.003,0.000,0.000,0.000,-46.53,-27.81
,2FXOFFICEXLABQ1:AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.342,0.000,0.000,0.000,21.141,8.400,0.000,0.000,0.000,-32.88,-0.01
,3FXLABXRESTROOM:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.386,0.000,0.000,0.000,29.589,0.003,0.000,0.000,0.000,-33.46,-20.52
,3FXOFFICEXLAB1:AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.342,0.000,0.000,0.000,22.543,4.777,0.000,0.000,0.000,-30.66,-0.00
,3FXOFFICEXLAB:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.342,0.000,0.000,0.000,20.626,10.945,0.000,0.000,0.000,-34.91,-0.02
,3FXLABXRESTROOM1:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.390,0.000,0.000,0.000,48.246,0.004,0.000,0.000,0.000,-73.84,-20.80
,4FXLABXRESTROOM:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.498,0.000,0.000,0.000,34.832,0.001,0.000,0.000,0.000,-45.11,-20.22
,4FXOFFICEXLAB:AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.342,0.000,0.000,0.000,21.501,7.804,0.000,0.000,0.000,-32.65,-0.01
,4FXOFFICEXLAB1:AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.342,0.000,0.000,0.000,19.993,12.897,0.000,0.000,0.000,-36.23,-0.00
,4FXLABXRESTROOMQ1:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.165,0.000,0.000,0.000,35.679,0.004,0.000,0.000,0.000,-57.29,-12.55
,5FXOFFICEXLAB:AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.340,0.000,0.000,0.000,18.895,14.306,0.000,0.000,0.000,-36.54,-0.01
,5FXOFFICEXLABQ1:AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.342,0.000,0.000,0.000,20.482,9.357,0.000,0.000,0.000,-33.18,-0.03
,5FXLABXRESTROOM:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.498,0.000,0.000,0.000,32.736,0.004,0.000,0.000,0.000,-46.89,-16.35
,5FXLABXRESTROOM1:RESTROOM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.498,0.000,0.000,0.000,30.077,0.003,0.000,0.000,0.000,-52.75,-7.83
,BLOCK3:ZONE1,0.000,0.000,0.000,0.000,0.000,0.000,56.082,1148.489,3295.793,41084.932,0.000,0.004,2.143,0.000,-2442.72,0.000,-0.04,-43142.55
,Total Facility,8499.200,-20795.22,171.350,-43.45,0.000,0.000,96165.370,27515.716,85767.337,118952.720,0.000,17078.082,3188.680,0.000,-18106.15,0.000,-15369.11,-73625.99


Peak Cooling Sensible Heat Gain Components

,,Time of Peak {TIMESTAMP},HVAC Zone Eq & Other Sensible Air Heating [Btu/h],HVAC Zone Eq & Other Sensible Air Cooling [ton],HVAC Terminal Unit Sensible Air Heating [Btu/h],HVAC Terminal Unit Sensible Air Cooling [ton],HVAC Input Heated Surface Heating [Btu/h],HVAC Input Cooled Surface Cooling [ton],People Sensible Heat Addition [Btu/h],Lights Sensible Heat Addition [Btu/h],Equipment Sensible Heat Addition [Btu/h],Window Heat Addition [Btu/h],Interzone Air Transfer Heat Addition [Btu/h],Infiltration Heat Addition [Btu/h],Opaque Surface Conduction and Other Heat Addition [Btu/h],Equipment Sensible Heat Removal [Btu/h],Window Heat Removal [Btu/h],Interzone Air Transfer Heat Removal [Btu/h],Infiltration Heat Removal [Btu/h],Opaque Surface Conduction and Other Heat Removal [Btu/h]
,BASEMENT2:B1XCORE,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,BASEMENT2:B1XGYM,28-JAN-07:15,0.00,-1.8,0.00,-0.1,0.00,0.00,7142.92,934.83,7790.24,0.00,0.00,0.00,7538.88,0.00,0.00,0.00,-246.7,0.00
,BASEMENT2:B1XSHOP,11-JAN-07:15,0.00,-2.4,0.00,-0.2,0.00,0.00,0.00,0.00,646.35,0.00,0.00,149.37,31315.10,0.00,0.00,0.00,0.00,0.00
,BASEMENT2:B1XCANTEEN,11-JAN-07:15,0.00,-7.4,0.00,-1.1,0.00,0.00,14952.07,3462.76,9618.77,0.00,0.00,609.62,73981.13,0.00,0.00,0.00,0.00,0.00
,1FXEXHIBITION:ZONE1,14-JAN-07:15,0.00,-2.0,0.00,-0.5,0.00,0.00,0.00,0.00,271.95,0.00,0.00,0.00,31031.82,0.00,-1038.9,0.00,-117.3,0.00
,1FXRECEPTION:ZONE1,07-JAN-14:30,0.00,-0.8,0.00,-0.0,0.00,0.00,2799.21,96.74,2495.14,5932.00,0.00,708.50,0.00,0.00,0.00,0.00,0.00,-2111.4
,1FXACCEEORYROOM:ZONE1,28-JAN-07:15,0.00,-0.5,0.00,-0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6793.92,0.00,0.00,0.00,-161.8,0.00
